State,Issuer_Id,Issuer_Name,Is_Issuer_New_to_Exchange,Issuer_Claims_Received_In_Network,Issuer_Claims_Denied_In_Network,Denial_Rate,Plan_Id,Plan_Type,Metal_Level,Plan_Claims_Received,Plan_Claims_Received_In_Network,Plan_Claims_Received_Out_Of_Network,Plan_Claims_Denied,Plan_Claims_Denied_In_Network,Plan_Claims_Denied_Out_Of_Network,Plan_Denial_Rate,Plan_Claims_Denial_Rate_In_Network,Plan_Claims_Denial_Rate_Out_Of_Network,Plan_Claims_Resubmitted_In_Network,Plan_Claims_Resubmitted_Out_Of_Network,Plan_Claims_Denied_Due_To_Referral_Required,Plan_Claims_Denied_Due_To_Out_Of_Network,Plan_Claims_Denied_Due_To_Services_Excluded,Plan_Claims_Denied_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Due_To_Member_Not_Covered,Plan_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Due_To_Administrative_Reason,Plan_Claims_Denied_Due_To_Other,Plan_Claims_Denied_Proportion_Due_To_Referral_Required,Plan_Claims_Denied_Proportion_Due_To_Services_Excluded,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Excluding_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Not_Medically_Necessary_Only_Behavioral_Health,Plan_Claims_Denied_Proportion_Due_To_Enrollee_Benefit_Limit_Reached,Plan_Claims_Denied_Proportion_Due_To_Member_Not_Covered,Plan_Claims_Denied_Proportion_Due_To_Investigational_Experimental_Cosmetic_Procedure,Plan_Claims_Denied_Proportion_Due_To_Administrative_Reason,Plan_Claims_Denied_Proportion_Due_To_Other,Average_Monthly_Enrollment,Average_Monthly_Disenrollment
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990148,PPO,Silver,179159,174252,4907,31918,30913,1005,0.1781546,0.17740399,0.204809456,1897,97,1754,275,7158,426,394,32,4327,1247,29,3502,13733,0.05451268,0.222463948,0.013239682,0.012245152,0.00099453,0.134479115,0.038755594,0.000901293,0.108838886,0.426808802,2737,332
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990149,PPO,Silver,165115,162035,3080,26985,26332,653,0.163431548,0.1625081,0.212012987,1667,115,1103,228,5776,463,463,**,3397,749,57,3024,12696,0.040454796,0.21184669,0.016981478,0.016981478,,0.124591968,0.027471117,0.002090592,0.110911425,0.465651935,2592,245
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990150,PPO,Silver,154849,151916,2933,30816,30312,504,0.199006774,0.19953132,0.171837709,1502,70,1759,265,8271,424,411,13,3450,745,85,2694,13640,0.056617742,0.26622248,0.013647483,0.013229046,0.000418437,0.111046736,0.023979658,0.002735934,0.086713017,0.439036951,1941,239
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990151,PPO,Silver,178547,175954,2593,32257,31565,692,0.180663915,0.179393478,0.266872349,1455,46,1714,188,6662,427,427,**,4079,527,64,3487,15569,0.052691445,0.204801869,0.013126748,0.013126748,,0.125395801,0.016200928,0.001967475,0.107196655,0.478619078,2436,233
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990176,PPO,Catastrophic,2848,2621,227,537,472,65,0.188553371,0.180083937,0.286343612,11,16,20,**,50,,**,**,30,37,**,51,357,0.036697248,0.091743119,,,,0.055045872,0.067889908,,0.093577982,0.655045872,43,12
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990177,PPO,Catastrophic,7463,7400,63,1226,1215,11,0.1642771,0.164189189,0.174603175,75,**,21,13,210,28,12,16,47,24,**,110,786,0.017128874,0.171288744,0.022838499,0.009787928,0.013050571,0.038336052,0.019575856,,0.089722675,0.641109299,67,14
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990178,PPO,Catastrophic,3113,2931,182,543,452,91,0.17442981,0.154213579,0.5,31,**,11,**,67,15,15,**,14,22,**,45,369,0.020257827,0.123388582,0.027624309,0.027624309,,0.025782689,0.040515654,,0.082872928,0.679558011,49,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990179,PPO,Catastrophic,539,539,**,109,109,**,0.202226345,0.202226345,,**,**,35,**,**,,**,**,12,13,**,11,35,0.330188679,,,,,0.113207547,0.122641509,,0.103773585,0.330188679,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990180,PPO,Catastrophic,272,260,12,20,20,**,0.073529412,0.076923077,,**,**,**,**,**,,**,**,**,**,**,**,**,,,,,,,,,,,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990181,PPO,Catastrophic,692,656,36,77,77,**,0.111271676,0.117378049,,**,**,**,**,29,,**,**,**,**,**,**,46,,0.386666667,,,,,,,,0.613333333,12,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990182,PPO,Catastrophic,378,378,**,23,23,**,0.060846561,0.060846561,,**,**,**,**,**,,**,**,**,**,**,**,**,,,,,,,,,,,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990183,PPO,Catastrophic,117,106,11,,**,**,,,,**,**,**,**,**,,**,**,**,**,**,**,**,,,,,,,,,,,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990184,PPO,Catastrophic,396,379,17,66,66,**,0.166666667,0.17414248,,**,**,**,**,16,,**,**,**,**,**,**,45,,0.262295082,,,,,,,,0.737704918,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990185,PPO,Catastrophic,335,299,36,36,36,**,0.107462687,0.120401338,,**,**,**,**,**,,**,**,**,**,**,**,**,,,,,,,,,,,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990186,PPO,Catastrophic,1116,1096,20,213,213,**,0.190860215,0.194343066,,11,**,**,**,35,,**,**,**,**,**,23,147,,0.170731707,,,,,,,0.112195122,0.717073171,23,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990187,PPO,Catastrophic,1018,1007,11,202,202,**,0.198428291,0.200595829,,**,**,20,**,**,,**,**,51,**,**,21,109,0.099502488,,,,,0.253731343,,,0.104477612,0.542288557,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990188,PPO,Bronze Expanded,140927,136421,4506,25194,24185,1009,0.178773408,0.17728209,0.223923657,830,78,813,210,3639,191,169,22,2263,522,57,1755,16117,0.032062152,0.143510668,0.007532437,0.006664826,0.000867611,0.089245573,0.020586031,0.0022479,0.069211658,0.635603581,2269,291
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990189,PPO,Bronze Expanded,273331,266116,7215,58865,56798,2067,0.215361595,0.21343324,0.286486486,1978,293,1401,1220,6512,300,300,**,3780,998,101,4292,41821,0.023663542,0.10999071,0.00506714,0.00506714,,0.063845959,0.016856684,0.001705937,0.072493877,0.706376151,3783,452
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990190,PPO,Bronze Expanded,138140,135272,2868,30921,30252,669,0.223838135,0.223638299,0.233263598,1332,70,979,297,3955,244,244,**,2587,661,48,2334,20256,0.031515581,0.127317796,0.007854751,0.007854751,,0.083279681,0.021278651,0.001545197,0.075135205,0.652073139,2270,287
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990191,PPO,Bronze Expanded,99188,97162,2026,16270,15421,849,0.164031939,0.158714312,0.41905232,1009,55,664,123,2779,228,228,**,2460,426,36,1968,7783,0.04062653,0.170031816,0.013950073,0.013950073,,0.15051395,0.026064611,0.002202643,0.12041116,0.476199217,1814,226
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990192,PPO,Bronze Expanded,65712,64395,1317,10121,9836,285,0.154020575,0.152744778,0.216400911,418,48,412,95,1621,122,122,**,1792,406,**,893,4942,0.040439733,0.159108755,0.011974872,0.011974872,,0.175893208,0.039850805,,0.08765214,0.485080487,1202,165
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990193,PPO,Bronze Expanded,77284,75845,1439,14388,14074,314,0.186170488,0.185562661,0.218207088,469,59,557,99,2432,26,26,**,2272,528,12,1204,7480,0.038384674,0.167596995,0.001791744,0.001791744,,0.156570877,0.03638619,0.000826959,0.082971539,0.515471022,1394,182
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990194,PPO,Bronze Expanded,29778,29345,433,5010,4912,98,0.168245013,0.167387971,0.226327945,198,**,182,63,1183,21,21,**,698,154,**,461,2338,0.036132619,0.234862021,0.004169148,0.004169148,,0.138574548,0.030573754,,0.091522732,0.464165178,616,83
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990195,PPO,Bronze Expanded,34813,33827,986,6938,6767,171,0.199293367,0.200047299,0.173427992,311,**,310,22,1265,73,73,**,897,522,**,587,3324,0.044425337,0.181284036,0.01046145,0.01046145,,0.128546862,0.074806535,,0.084121525,0.476354256,640,108
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990196,PPO,Bronze Expanded,77203,74859,2344,13308,12896,412,0.172376721,0.172270535,0.175767918,748,37,571,113,2886,74,52,22,1850,672,19,1590,5731,0.042634212,0.215485701,0.005525274,0.003882625,0.001642649,0.13813186,0.050175465,0.001418652,0.118718734,0.427910102,1491,215
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990197,PPO,Bronze Expanded,45215,44518,697,7227,7087,140,0.159836337,0.159194034,0.200860832,393,23,296,29,1506,174,163,11,1130,257,12,871,3045,0.040597998,0.206556028,0.023865039,0.02235633,0.001508709,0.154985599,0.035248937,0.001645865,0.119462351,0.417638184,1022,131
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990198,PPO,Bronze Expanded,120066,117579,2487,23753,23241,512,0.197832859,0.197662848,0.205870527,1236,52,1099,275,5800,169,169,**,2278,882,45,2215,11410,0.045987112,0.242698134,0.007071721,0.007071721,,0.095321784,0.036906854,0.001883003,0.09268558,0.477445811,2090,241
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990199,PPO,Bronze Expanded,129281,127121,2160,23225,22764,461,0.179647435,0.179073481,0.213425926,1011,79,1157,105,4374,252,235,17,3040,908,43,2693,10921,0.049469814,0.187018984,0.010774756,0.010047888,0.000726868,0.129981187,0.038823328,0.00183855,0.115144519,0.466948863,2512,267
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990265,PPO,Bronze Expanded,144500,139640,4860,28779,27583,1196,0.19916263,0.197529361,0.246090535,1292,107,1281,385,5120,248,197,51,2755,1040,120,2560,15934,0.044084245,0.176199325,0.008534655,0.006779544,0.00175511,0.094810379,0.035790488,0.004129672,0.088099663,0.548351573,2296,384
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990267,PPO,Bronze Expanded,42382,40991,1391,8581,8233,348,0.202468029,0.200848967,0.250179727,303,46,398,57,1449,46,46,**,964,250,28,695,4807,0.046080815,0.167766586,0.005325923,0.005325923,,0.111612829,0.028945236,0.003241866,0.080467755,0.55655899,835,110
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990268,PPO,Bronze Expanded,68071,66541,1530,15347,14999,348,0.225455774,0.225409898,0.22745098,546,49,526,178,2110,98,98,**,1210,358,20,1082,10020,0.034102697,0.136799793,0.006353734,0.006353734,,0.07844917,0.023210581,0.00129668,0.070150415,0.649636929,1289,190
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990269,PPO,Bronze Expanded,40801,39611,1190,8997,8706,291,0.220509301,0.219787433,0.244537815,242,91,329,92,1281,32,32,**,704,242,**,676,5802,0.036289433,0.141297154,0.003529671,0.003529671,,0.077652769,0.026693139,,0.074564306,0.639973527,818,128
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990270,PPO,Bronze Expanded,24905,24374,531,4130,3988,142,0.165830155,0.163616969,0.267419962,107,54,243,55,820,44,44,**,630,203,16,340,1866,0.058385392,0.197020663,0.01057184,0.01057184,,0.151369534,0.048774628,0.003844306,0.081691494,0.448342143,548,72
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990271,PPO,Bronze Expanded,11944,11694,250,2217,2149,68,0.185616209,0.183769454,0.272,168,**,122,12,372,36,36,**,312,134,**,312,941,0.054733064,0.166890983,0.01615074,0.01615074,,0.139973082,0.060116644,,0.139973082,0.422162405,278,34
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990272,PPO,Bronze Expanded,10343,10166,177,1973,1954,19,0.190757034,0.192209325,0.107344633,51,**,78,15,460,12,12,**,277,63,**,123,965,0.039433771,0.23255814,0.006066734,0.006066734,,0.140040445,0.031850354,,0.062184024,0.487866532,271,51
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990273,PPO,Bronze Expanded,6335,6253,82,1261,1234,27,0.199052881,0.197345274,0.329268293,34,**,44,**,330,18,18,**,159,17,**,55,639,0.034865293,0.261489699,0.014263074,0.014263074,,0.125990491,0.013470681,,0.043581616,0.506339144,149,19
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990274,PPO,Bronze Expanded,4438,4311,127,765,765,**,0.172374944,0.177453027,,32,**,15,20,157,,**,**,95,74,**,57,375,0.019404916,0.203104787,,,,0.122897801,0.095730918,,0.07373868,0.485122898,101,22
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990275,PPO,Bronze Expanded,12704,12433,271,2177,2116,61,0.17136335,0.17019223,0.225092251,156,13,74,12,539,30,30,**,357,99,**,324,793,0.033393502,0.243231047,0.013537906,0.013537906,,0.161101083,0.04467509,,0.146209386,0.357851986,327,52
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990276,PPO,Bronze Expanded,9153,8950,203,1809,1716,93,0.197640118,0.191731844,0.458128079,91,**,71,13,499,21,21,**,263,39,**,229,695,0.039075399,0.274628509,0.011557512,0.011557512,,0.144744084,0.021463952,,0.126031921,0.382498624,247,33
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990277,PPO,Bronze Expanded,17904,17306,598,3468,3266,202,0.193699732,0.188720675,0.337792642,165,13,134,21,902,27,27,**,295,205,22,351,1561,0.038318559,0.257935373,0.007720904,0.007720904,,0.084358021,0.058621676,0.006291107,0.100371747,0.446382614,342,43
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990278,PPO,Bronze Expanded,14915,14749,166,2890,2841,49,0.193764666,0.192623229,0.295180723,79,**,206,**,576,20,20,**,395,123,**,233,1349,0.070985527,0.198483804,0.006891799,0.006891799,,0.136113025,0.042384562,,0.080289456,0.464851826,375,42
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990279,PPO,Gold,64814,62457,2357,10832,10074,758,0.167124387,0.161294971,0.321595248,561,144,645,236,1858,205,205,**,953,248,60,1158,5840,0.058812802,0.169417343,0.018692441,0.018692441,,0.086897055,0.022613294,0.005470958,0.105589496,0.532506611,367,61
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990280,PPO,Silver,139736,135305,4431,25237,24113,1124,0.180604855,0.178212187,0.253667344,1405,91,1038,600,4507,138,119,19,2504,890,62,2290,13956,0.04089029,0.177545795,0.005436281,0.004687808,0.000748474,0.09864093,0.035060075,0.002442387,0.090210754,0.549773488,1181,180
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990282,PPO,Gold,13489,13178,311,1890,1830,60,0.140114167,0.13886781,0.192926045,94,**,104,104,327,102,102,**,161,37,11,162,1002,0.054564533,0.171563484,0.053515215,0.053515215,,0.084470094,0.019412382,0.005771249,0.084994753,0.52570829,88,14
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990283,PPO,Gold,23140,22503,637,5202,4857,345,0.224805532,0.215837888,0.541601256,356,20,325,183,697,11,11,**,474,85,**,516,3113,0.062248611,0.13349933,0.002106876,0.002106876,,0.090787206,0.016280406,,0.098831641,0.59624593,159,30
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990284,PPO,Gold,12277,12055,222,2602,2531,71,0.211941028,0.209954376,0.31981982,85,**,160,32,389,31,31,**,141,70,**,142,1689,0.061022121,0.148360031,0.011823036,0.011823036,,0.053775744,0.026697178,,0.054157132,0.64416476,80,18
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990285,PPO,Gold,3575,3543,32,612,612,**,0.171188811,0.17273497,,**,**,52,**,138,,**,**,53,26,**,27,320,0.084415584,0.224025974,,,,0.086038961,0.042207792,,0.043831169,0.519480519,47,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990286,PPO,Gold,2852,2793,59,392,371,21,0.137447405,0.13283208,0.355932203,45,**,43,**,104,,**,**,43,**,**,59,139,0.110824742,0.268041237,,,,0.110824742,,,0.152061856,0.358247423,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990287,PPO,Gold,7424,5317,2107,1808,896,912,0.243534483,0.16851608,0.432842905,48,129,54,57,184,,**,**,130,**,**,202,1237,0.029883785,0.101826231,,,,0.071942446,,,0.111787493,0.684560044,57,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990288,PPO,Gold,1175,1143,32,198,198,**,0.168510638,0.173228346,,**,**,**,**,26,,**,**,20,**,**,66,86,,0.131313131,,,,0.101010101,,,0.333333333,0.434343434,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990289,PPO,Gold,1825,1803,22,314,314,**,0.172054795,0.174154187,,18,**,14,**,126,,**,**,20,**,**,37,117,0.044585987,0.401273885,,,,0.063694268,,,0.117834395,0.372611465,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990290,PPO,Gold,3704,3575,129,743,725,18,0.200593952,0.202797203,0.139534884,171,**,52,**,159,35,35,**,50,**,**,203,236,0.070748299,0.216326531,0.047619048,0.047619048,,0.068027211,,,0.276190476,0.321088435,**,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990291,PPO,Gold,2591,2579,12,396,396,**,0.152836743,0.153547887,,11,**,49,**,117,,**,**,76,**,**,23,129,0.124365482,0.296954315,,,,0.192893401,,,0.058375635,0.327411168,34,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990292,PPO,Gold,3510,3466,44,638,638,**,0.181766382,0.18407386,,**,**,25,**,166,,**,**,43,**,**,39,367,0.0390625,0.259375,,,,0.0671875,,,0.0609375,0.5734375,37,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990293,PPO,Gold,3112,3031,81,628,628,**,0.201799486,0.207192346,,13,**,134,**,113,,**,**,77,46,**,43,224,0.210361068,0.177394035,,,,0.120879121,0.072213501,,0.067503925,0.351648352,37,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990294,PPO,Silver,27596,26638,958,5018,4811,207,0.181837948,0.180606652,0.216075157,245,**,211,106,874,18,18,**,608,140,12,400,2798,0.041691365,0.172693144,0.003556609,0.003556609,,0.120134361,0.027662517,0.002371073,0.079035764,0.552855167,298,37
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990295,PPO,Silver,50823,49976,847,10928,10789,139,0.215020758,0.215883624,0.164108619,536,**,433,163,1812,72,72,**,1072,184,25,938,6467,0.039352904,0.164682359,0.00654367,0.00654367,,0.097427974,0.016722712,0.002272108,0.085249477,0.587748796,512,63
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990296,PPO,Silver,28899,28181,718,6696,6513,183,0.231703519,0.231113161,0.254874652,182,21,302,98,1093,138,138,**,556,98,22,445,4091,0.044773907,0.16204596,0.0204596,0.0204596,,0.082431431,0.014529281,0.003261675,0.065974796,0.606523351,290,47
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990297,PPO,Silver,15207,15050,157,2508,2470,38,0.164924048,0.164119601,0.242038217,124,**,158,33,544,12,12,**,432,29,**,198,1145,0.062748213,0.21604448,0.004765687,0.004765687,,0.171564734,0.011517077,,0.078633836,0.454725973,179,22
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990298,PPO,Silver,9750,9443,307,1734,1565,169,0.177846154,0.165731229,0.550488599,60,**,80,29,407,23,23,**,250,21,**,167,796,0.04587156,0.23337156,0.013188073,0.013188073,,0.143348624,0.012041284,,0.095756881,0.456422018,115,18
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990299,PPO,Silver,13710,13442,268,2812,2763,49,0.205105762,0.205549769,0.182835821,90,**,206,40,707,,**,**,463,42,**,187,1221,0.072894551,0.250176929,,,,0.16383581,0.014861996,,0.066171267,0.432059448,183,30
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990300,PPO,Silver,3724,3646,78,637,620,17,0.171052632,0.170049369,0.217948718,23,**,48,**,136,33,33,**,100,**,**,66,253,0.075471698,0.213836478,0.051886792,0.051886792,,0.157232704,,,0.103773585,0.397798742,49,**
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990306,PPO,Bronze Expanded,34718,33775,943,6475,6165,310,0.186502679,0.182531458,0.32873807,261,29,297,168,1177,82,82,**,537,198,45,560,3661,0.045295104,0.179502821,0.012505719,0.012505719,,0.081897209,0.030196736,0.006862895,0.085404911,0.558334604,445,88
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990332,PPO,Bronze Expanded,8595,8396,199,1978,1934,44,0.230133799,0.230347785,0.221105528,56,**,121,11,445,,**,**,269,13,**,139,999,0.060926485,0.224068479,,,,0.135448137,0.006545821,,0.06998993,0.503021148,142,22
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990333,PPO,Bronze Expanded,15741,15168,573,3760,3636,124,0.238866654,0.23971519,0.216404887,89,**,144,**,525,13,13,**,219,814,**,195,1862,0.038176034,0.139183457,0.003446448,0.003446448,,0.058059385,0.215800636,,0.051696713,0.493637328,246,43
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990334,PPO,Bronze Expanded,9416,9181,235,1957,1850,107,0.207837723,0.201503104,0.455319149,41,63,62,98,246,26,26,**,179,70,**,178,1202,0.03158431,0.12531839,0.013245033,0.013245033,,0.091186959,0.035659705,,0.090677534,0.612328069,119,21
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990335,PPO,Bronze Expanded,6345,6264,81,1168,1154,14,0.184081954,0.184227331,0.172839506,44,**,108,29,330,,**,**,191,51,**,101,382,0.092863285,0.283748925,,,,0.164230439,0.043852107,,0.086844368,0.328460877,119,22
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990336,PPO,Bronze Expanded,6295,6222,73,1152,1126,26,0.183002383,0.180970749,0.356164384,25,**,93,**,159,,**,**,121,103,**,84,590,0.080869565,0.13826087,,,,0.105217391,0.089565217,,0.073043478,0.513043478,95,21
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990337,PPO,Bronze Expanded,7652,7396,256,1543,1489,54,0.201646628,0.201325041,0.2109375,43,**,83,**,392,,**,**,249,62,**,103,656,0.053721683,0.253721683,,,,0.161165049,0.04012945,,0.066666667,0.424595469,137,17
IL,36096,Blue Cross Blue Shield of Illinois,No,10556396,2169193,0.211254317,36096IL0990338,PPO,Bronze Expanded,2094,2065,29,402,390,12,0.191977077,0.188861985,0.413793103,13,**,**,**,91,,**,**,66,32,**,28,171,,0.234536082,,,,0.170103093,0.082474227,,0.072164948,0.440721649,45,15
